Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),File format type (product.metafields.shopify.file-format-type),Fit (product.metafields.shopify.fit),Frame style (product.metafields.shopify.frame-style),Neckline (product.metafields.shopify.neckline),Operating system (product.metafields.shopify.operating-system),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Wallpaper theme (product.metafields.shopify.wallpaper-theme),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
first-love,,,,,,,,,Mothers Smile Grey,,,M,,,,,,0.0,shopify,0,deny,manual,400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-136.jpg?v=1769614812,kg,,,
first-love,,,,,,,,,Mothers Smile Grey,,,L,,,,,,0.0,shopify,0,deny,manual,400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-136.jpg?v=1769614812,kg,,,
first-love,,,,,,,,,Mothers Smile Grey,,,XL,,,,,,0.0,shopify,1,deny,manual,400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-136.jpg?v=1769614812,kg,,,
first-love,,,,,,,,,Mothers Smile Grey,,,XXL,,,,,,0.0,shopify,0,deny,manual,400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-136.jpg?v=1769614812,kg,,,
first-love,,,,,,,,,Zion Airways Coffee Brown,,,S,,,,,,0.0,shopify,1,deny,manual,400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
first-love,,,,,,,,,Zion Airways Coffee Brown,,,M,,,,,,0.0,shopify,0,deny,manual,400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
first-love,,,,,,,,,Zion Airways Coffee Brown,,,L,,,,,,0.0,shopify,1,deny,manual,400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
first-love,,,,,,,,,Zion Airways Coffee Brown,,,XL,,,,,,0.0,shopify,0,deny,manual,400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
first-love,,,,,,,,,Zion Airways Coffee Brown,,,XXL,,,,,,0.0,shopify,0,deny,manual,400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,Forever Package,"<p>Features:</p>
<p>Two tops</p>
<p>Two bottoms</p>
<p>Special note</p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops,clothing,"Inri Mainline, Men, Women",false,Tops (Product),Quarter Zip Black,,Flare Sweatpants (Color),Black,,Size,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/5.png?v=1769413620,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
forever-package,,,,,,,,,Quarter Zip Black,,,Black,,,M,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Gemini_Generated_Image_ryanlcryanlcryan.png?v=1769614680,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Black,,,L,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/pants.jpg?v=1769412091,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Black,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Gemini_Generated_Image_oe4iwyoe4iwyoe4i_2ac78782-ed14-4fd5-a6bb-5df75c964d24.png?v=1769412091,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Black,,,XXL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Gemini_Generated_Image_m1vnttm1vnttm1vn.png?v=1769412091,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Navy Blue,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Gemini_Generated_Image_oe4iwyoe4iwyoe4i.png?v=1769411801,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Navy Blue,,,M,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Gemini_Generated_Image_73e4qe73e4qe73e4.png?v=1769412091,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Navy Blue,,,L,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Long_Sleeve_tee_front_dcea76e5-ad02-4489-bb71-7d4c7b94f698.png?v=1768832207,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Navy Blue,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Long_sleeve_tee_back_9e351298-0a9f-4576-902c-f9be0f38e60c.png?v=1768832206,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Navy Blue,,,XXL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/IMG-9756.png?v=1767871796,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Khaki,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-107.jpg?v=1769614680,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Khaki,,,M,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-136.jpg?v=1769614812,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Khaki,,,L,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-135.jpg?v=1767261286,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Khaki,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Khaki,,,XXL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Grey,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Grey,,,M,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Grey,,,L,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Grey,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Quarter Zip Black,,,Grey,,,XXL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Black,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Black,,,M,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Black,,,L,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Black,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Black,,,XXL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Navy Blue,,,S,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Navy Blue,,,M,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Navy Blue,,,L,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Navy Blue,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Navy Blue,,,XXL,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Khaki,,,S,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Khaki,,,M,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Khaki,,,L,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Khaki,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Khaki,,,XXL,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Grey,,,S,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Grey,,,M,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Grey,,,L,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Grey,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Button up,,,Grey,,,XXL,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Black,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Black,,,M,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Black,,,L,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Black,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Black,,,XXL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Navy Blue,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Navy Blue,,,M,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Navy Blue,,,L,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Navy Blue,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Navy Blue,,,XXL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Khaki,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Khaki,,,M,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Khaki,,,L,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Khaki,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Khaki,,,XXL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Grey,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Grey,,,M,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Grey,,,L,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Grey,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dusk Before Dawn Tee,,,Grey,,,XXL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Black,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Black,,,M,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Black,,,L,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Black,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Black,,,XXL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Navy Blue,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Navy Blue,,,M,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Navy Blue,,,L,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Navy Blue,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Navy Blue,,,XXL,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Khaki,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Khaki,,,M,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Khaki,,,L,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Khaki,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Khaki,,,XXL,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Grey,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Grey,,,M,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Grey,,,L,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Grey,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Intercessory Dept Long sleeve Real tree,,,Grey,,,XXL,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Black,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Black,,,M,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Black,,,L,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Black,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Black,,,XXL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Navy Blue,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Navy Blue,,,M,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Navy Blue,,,L,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Navy Blue,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Navy Blue,,,XXL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Khaki,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Khaki,,,M,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Khaki,,,L,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Khaki,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Khaki,,,XXL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Grey,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Grey,,,M,,,0.0,shopify,1,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Grey,,,L,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Grey,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Cream Mothers Smile,,,Grey,,,XXL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dry Bones White,,,Black,,,S,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dry Bones White,,,Black,,,M,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dry Bones White,,,Black,,,L,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dry Bones White,,,Black,,,XL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
forever-package,,,,,,,,,Dry Bones White,,,Black,,,XXL,,,0.0,shopify,0,deny,manual,1500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
